iter	RMSE
135	0.8859735407
136	0.8848539769
137	0.8838365567
138	0.8830582941
139	0.8817780379
140	0.8806367897
141	0.8800584434
142	0.8784684134
143	0.877086096
144	0.8765840878
145	0.8758151139
146	0.8748051437
147	0.8733221782
148	0.8719751855
149	0.8712506833
150	0.8701205682
151	0.8688173236
152	0.867645837
153	0.8672611573
154	0.8668772956
155	0.8660395703
156	0.8651168758
157	0.8635838135
158	0.8625733847
159	0.8616382319
160	0.8607826775
161	0.8596834033
162	0.8588506772
163	0.8574393736
164	0.8560866667
165	0.8559209936
166	0.8547064904
167	0.8545307664
168	0.8531496214
169	0.8522133944
170	0.8514236082
171	0.8505262556
172	0.8494357759
173	0.8486590082
174	0.848331333
175	0.8475946013
176	0.8470016694
177	0.8460012858
178	0.8450606125
179	0.8442433206
180	0.8440894972
181	0.8433576702
182	0.8424656733
183	0.8418639345
184	0.8413621476
185	0.8403025688
186	0.8396309915
187	0.8387647009
188	0.8375653344
189	0.8373079387
190	0.8370551725
191	0.8369512109
192	0.8360571762
193	0.835382445
194	0.8345741819
195	0.8344559842
196	0.833492565
197	0.8323506875
198	0.8319661092
199	0.830991894
200	0.8299855424
201	0.829457382
202	0.8283625297
203	0.8277824736
204	0.8270939463
205	0.8262580944
206	0.8254290834
207	0.8245463265
208	0.823745873
209	0.8229031016
210	0.8223610893
211	0.8218225405
212	0.8209288044
213	0.820322478
214	0.8192778534
215	0.8187086347
216	0.8175574869
217	0.8171948432
218	0.8163217326
219	0.815857791
220	0.815274722
221	0.8144475169
222	0.8141139775
223	0.8132977386
224	0.8123015716
225	0.8115414184
226	0.8108110012
227	0.8103611463
228	0.8096686647
229	0.8086454309
230	0.8079866448
231	0.8071382578
232	0.8068234711
233	0.8063270807
234	0.8056260955
235	0.8050977895
236	0.8038137468
237	0.8030332351
238	0.8021040782
239	0.8013147706
240	0.8008060136
241	0.8003762997
242	0.799671492
243	0.7991691472
244	0.7988097259
245	0.7982950346
246	0.7979081824
247	0.7976110097
248	0.7972971798
249	0.7970891366
250	0.7967914681
251	0.7959545508
252	0.7952943445
253	0.7946443363
254	0.7943249056
255	0.7940294361
256	0.7935850836
257	0.7932896678
258	0.7928420427
259	0.7914084989
260	0.7910037343
261	0.7903971006
262	0.7899814224
263	0.7888719132
264	0.7882251826
265	0.7875746638
266	0.7869628597
267	0.7867366584
268	0.7864879902
269	0.7862005981
270	0.7859751909
271	0.7848326392
272	0.7843032061
273	0.7836799205
274	0.7830149114
275	0.7827003207
276	0.7821304394
277	0.7818389757
278	0.7814784453
279	0.7811838186
280	0.7805237184
281	0.7802223732
282	0.7796552054
283	0.7793590948
284	0.7787963969
285	0.778528199
286	0.7780883214
287	0.7779038086
288	0.7772797949
289	0.7770162498
290	0.7765787038
291	0.7758776413
292	0.7752569139
293	0.7749803168
294	0.7747617513
295	0.774244632
296	0.7736838528
297	0.7730956971
298	0.772046225
299	0.7709232419
300	0.7702873829
301	0.7697311823
302	0.7691020995
303	0.7688705482
304	0.7686046293
305	0.7681932445
306	0.7680164628
307	0.7676380473
308	0.7664022849
309	0.7658560937
310	0.7639897504
311	0.7638204208
312	0.7625142326
313	0.7623266857
314	0.7621580535
315	0.7616325528
316	0.7613991023
317	0.7608720737
318	0.7593082961
319	0.7586206603
320	0.7573665694
321	0.757072221
322	0.7568137764
323	0.7554103929
324	0.7549126646
325	0.7543931197
326	0.754235778
327	0.7541187428
328	0.7529703246
329	0.7524518775
330	0.7521679431
331	0.7520253587
332	0.7508448866
333	0.7498584051
334	0.7487506531
335	0.7477380848
336	0.7473016148
337	0.7467776049
338	0.7466112641
339	0.7460491969
340	0.7455850118
341	0.7451224879
342	0.7449117607
343	0.744366756
344	0.7438479241
345	0.7432423504
346	0.7426810754
347	0.7422835793
348	0.7412725863
349	0.7408014071
350	0.7395216516
351	0.7389946188
352	0.7380191069
353	0.7363065624
354	0.7358165313
355	0.7346824637
356	0.7335756205
357	0.7330814115
358	0.7326301376
359	0.7321127703
360	0.7316288795
361	0.7305459226
362	0.7294889103
363	0.7293402877
364	0.728804298
365	0.7283810244
366	0.7273502307
367	0.7269033397
368	0.7263922445
369	0.7253790711
370	0.7248671863
371	0.7246176015
372	0.7241200215
373	0.7239798925
374	0.7229704337
375	0.7225605235
376	0.7223111501
377	0.7209506622
378	0.7197353588
379	0.7193807014
380	0.718950834
381	0.7185922686
382	0.7181793053
383	0.7172033448
384	0.716821737
385	0.7157492258
386	0.7155799834
387	0.7153480503
388	0.7149441619
389	0.713796917
390	0.7134017869
391	0.7130497612
392	0.7121167739
393	0.7118175209
394	0.7117093228
395	0.7113424303
396	0.7109932618
397	0.7106846225
398	0.7102451376
399	0.7099242657
400	0.7093697933
401	0.708838977
402	0.7084097064
403	0.708096191
404	0.7074307101
405	0.7064617484
406	0.7055423846
407	0.7052605866
408	0.7041529082
409	0.7038636394
410	0.7035190922
411	0.7025519051
412	0.7023087642
413	0.7020678856
414	0.7019663678
415	0.7015632003
416	0.7010633482
417	0.7001434839
418	0.6998875529
419	0.6994743324
420	0.6985375227
421	0.6983474301
422	0.6980111727
423	0.6977539871
424	0.6974253081
425	0.6964787528
426	0.6963339315
427	0.6955024432
428	0.6952846821
429	0.6944000093
430	0.6940490237
431	0.6937859679
432	0.6933763106
433	0.6931870771
434	0.6929350514
435	0.6927160483
436	0.6923901952
437	0.6921841906
438	0.6918841255
439	0.6913409144
440	0.6911988233
441	0.6902446503
442	0.6893457176
443	0.6884329704
444	0.6882536999
445	0.6877359431
446	0.6869181644
447	0.6865352275
448	0.686287817
449	0.6861612988
450	0.6859146184
451	0.6856170238
452	0.6846892344
453	0.6844941711
454	0.6843192494
455	0.6833640957
456	0.6831215276
457	0.6829971666
458	0.6819695743
459	0.6810333031
460	0.6808773385
461	0.680100006
462	0.6795406171
463	0.678936266
464	0.6777611692
465	0.6770517384
466	0.6767965178
467	0.6765361173
468	0.6763522122
469	0.6762349075
470	0.6757202178
471	0.6753095979
472	0.6752035323
473	0.6744657756
474	0.6741684624
475	0.6737041385
476	0.67365673
477	0.6729053552
478	0.6717613173
479	0.6711083444
480	0.6706919486
481	0.6705430532
482	0.669966382
483	0.6695528856
484	0.6693208864
485	0.6688245177
486	0.6685273347
487	0.6676108618
488	0.6669584069
489	0.666412855
490	0.665654351
491	0.6649796156
492	0.664657442
493	0.664379731
494	0.6641962978
495	0.6639749833
496	0.6637237749
497	0.6633468393
498	0.6626111755
499	0.6619473987
500	0.6616539174
501	0.6607143606
502	0.6600415407
503	0.6598039142
504	0.6589188368
505	0.6586531119
506	0.6579333802
507	0.657608988
508	0.657171017
509	0.6569307057
510	0.6560117521
511	0.6558937793
512	0.6549437316
513	0.6548159107
514	0.6538920026
515	0.6537143162
516	0.6535710364
517	0.6531746261
518	0.6527956712
519	0.6526622065
520	0.6522669456
521	0.6513439541
522	0.6511293016
523	0.6502932973
524	0.6499846253
525	0.649521568
526	0.6491701024
527	0.648397045
528	0.6477011764
529	0.6472138197
530	0.646890674
531	0.6458449362
532	0.6455761899
533	0.645325607
534	0.6450643353
535	0.6449216269
536	0.6446651345
537	0.6445501404
538	0.6442992385
539	0.6438500272
540	0.6430222225
541	0.6427757784
542	0.6426523932
543	0.6424777573
544	0.6423511089
545	0.6422401741
546	0.6420964922
547	0.6411974709
548	0.6402901269
549	0.6398024916
550	0.6395645325
551	0.6387980798
552	0.638697468
553	0.6384663248
554	0.6376631825
555	0.6375149901
556	0.6371224159
557	0.6369278861
558	0.6364947803
559	0.6361152465
560	0.6359545242
561	0.6353094481
562	0.6346789547
563	0.6345873376
564	0.6343690325
565	0.6334998311
566	0.6333796537
567	0.6330068266
568	0.6327994302
569	0.6321071975
570	0.6319813225
571	0.6317789815
572	0.631485432
573	0.6306777885
574	0.6299846201
575	0.6296267858
576	0.6294129174
577	0.6292674175
578	0.6284868528
579	0.6280132268
580	0.627805239
581	0.6277134071
582	0.6272523378
583	0.6268114858
584	0.625959671
585	0.6257933927
586	0.6251189075
587	0.6248279025
588	0.6242164214
589	0.6237682826
590	0.6236454673
591	0.6228048526
592	0.6220663915
593	0.6216487027
594	0.6208517768
595	0.6206166781
596	0.6205140266
597	0.6201885713
598	0.620085882
599	0.619948409
600	0.619391526
601	0.6187941231
602	0.6185528843
603	0.6183509128
604	0.6177200845
605	0.6173148814
606	0.6172317025
607	0.6164624817
608	0.6157188974
609	0.6150551192
610	0.6148954664
611	0.6145498077
612	0.6143808076
613	0.6141529249
614	0.6139717542
615	0.6138240783
616	0.6134762185
617	0.6129125932
618	0.6120983728
619	0.6119576236
620	0.6117745368
621	0.6113721506
622	0.6104730202
623	0.6103230119
624	0.6099862097
625	0.6096419179
626	0.609065121
627	0.6084828058
628	0.6082984004
629	0.6077692036
630	0.6075242589
631	0.6074657089
632	0.6071258682
633	0.6070367304
634	0.606837674
635	0.6061795817
636	0.60602965
637	0.6058527032
638	0.6053614053
639	0.6045768229
640	0.6044407069
641	0.604110517
642	0.6035165241
643	0.6034420904
644	0.6028122314
645	0.6024274076
646	0.602216921
647	0.6018685043
648	0.6012991832
649	0.6006599175
650	0.5999346771
651	0.5997612392
652	0.5995579021
653	0.5993537421
654	0.5988371279
655	0.5985483708
656	0.5984856568
657	0.5984106507
658	0.598025115
659	0.5976005485
660	0.5971692212
661	0.5964610693
662	0.5963161112
663	0.5959767949
664	0.5953959075
665	0.595115997
666	0.594271973
667	0.5941041068
668	0.593815276
669	0.5935613246
670	0.5934512372
671	0.5925776034
672	0.5922913024
673	0.5921126934
674	0.5914814507
675	0.5909282664
676	0.5903844714
677	0.5901506051
678	0.5898821253
679	0.5893997427
680	0.5890914187
681	0.5888614726
682	0.588665939
683	0.5884473536
684	0.5878928104
685	0.5877017568
686	0.5875229425
687	0.5873740975
688	0.5873187468
689	0.5870267335
690	0.586872138
691	0.5863977434
692	0.5862106474
693	0.5859208539
694	0.5854064893
695	0.5848509202
696	0.5841762221
697	0.5839797508
698	0.5839539316
699	0.5833201114
700	0.5826033208
701	0.5820418673
702	0.5819810131
703	0.5815172267
704	0.5811269637
705	0.5810173587
706	0.5808748144
707	0.5804358936
708	0.5802334544
709	0.5799489306
710	0.5797427421
711	0.5790782911
712	0.5788178299
713	0.5783705426
714	0.5782402667
715	0.5777398343
716	0.5775544277
717	0.5770603428
718	0.5766287886
719	0.5761685039
720	0.5755651321
721	0.5755066735
722	0.575213456
723	0.5746996714
724	0.5742154102
725	0.5739920995
726	0.5734573833
727	0.5732637568
728	0.5729431825
729	0.5727149202
730	0.5723622866
731	0.5718106488
732	0.5716969651
733	0.5714941527
734	0.571410152
735	0.5707183931
736	0.5706053962
737	0.5700121943
738	0.5693766223
739	0.5688228945
740	0.5686962261
741	0.5682092118
742	0.5676375653
743	0.5674826557
744	0.567309405
745	0.5667680097
746	0.566570841
747	0.5664677853
748	0.5660428822
749	0.5655376308
750	0.565221017
751	0.5649672423
752	0.5643388553
753	0.5639077305
754	0.5634240789
755	0.5630058704
756	0.5625650065
757	0.5624492945
758	0.5623430006
759	0.5622292566
760	0.5618099562
761	0.5613438915
762	0.5611341035
763	0.56065918
764	0.5602605986
765	0.5601296589
766	0.5595051252
767	0.5591129498
768	0.5590354732
769	0.5585993272
770	0.5580953997
771	0.5575019727
772	0.5574557026
773	0.5573279248
774	0.5568633939
775	0.5565244478
776	0.5560213673
777	0.5552326059
778	0.5547372157
779	0.5542989091
780	0.5537743749
781	0.5535279453
782	0.5534289442
783	0.5530828822
784	0.5526826964
785	0.5525781714
786	0.5522379234
787	0.5517560926
788	0.5513844663
789	0.5512540007
790	0.5506591271
791	0.5505647082
792	0.5501712731
793	0.5497430708
794	0.549459946
795	0.5493690724
796	0.5492710048
797	0.5491455756
798	0.5486216265
799	0.5484531763
800	0.5483518657
801	0.5482525686
802	0.5478853362
803	0.5476282514
804	0.5470968008
805	0.5469765044
806	0.5462068035
807	0.5458594966
808	0.5457238865
809	0.5453037992
810	0.5449377092
811	0.5445771244
812	0.5443723725
813	0.5439479318
814	0.5438482403
815	0.5435296359
816	0.5430982923
817	0.5429716814
818	0.542507493
819	0.5424603085
820	0.542179459
821	0.5419622289
822	0.5414692142
823	0.5412657218
824	0.5406675003
825	0.5405543175
826	0.540014963
827	0.5394924245
828	0.5391202511
829	0.5388581826
830	0.5388282451
831	0.5386604579
832	0.5385817732
833	0.5381399652
834	0.5379163102
835	0.5374109711
836	0.5370192237
837	0.5363701044
838	0.5362769737
839	0.5358275643
840	0.5355917261
841	0.5352339757
842	0.5351012543
843	0.5345981351
844	0.5344940285
845	0.5340369061
846	0.53349153
847	0.5333984164
848	0.5326109944
849	0.5324874765
850	0.5324611715
851	0.5323281774
852	0.5322854168
853	0.531615163
854	0.5312719008
855	0.5312087543
856	0.5310915419
857	0.5307606172
858	0.5304227809
859	0.5301421026
860	0.5299133566
861	0.5295020591
862	0.5291562091
863	0.5285662288
864	0.5281937602
865	0.5274814185
866	0.5274083774
867	0.527227079
868	0.5268508728
869	0.5265076862
870	0.5259845681
871	0.5258554532
872	0.5256785294
873	0.5253180323
874	0.5250902861
875	0.5249293753
876	0.5247565363
877	0.5246787498
878	0.52421273
879	0.5237069381
880	0.5235548742
881	0.5234866001
882	0.5234313214
883	0.5233229423
884	0.5229551305
885	0.5226189353
886	0.5222866716
887	0.5220339529
888	0.5219223928
889	0.5214718382
890	0.5210538469
891	0.5208664492
892	0.5205135658
893	0.5204686432
894	0.5202615324
895	0.520070876
896	0.5200068971
897	0.5199396979
898	0.5198470721
899	0.5193843765
900	0.5191514173
901	0.5187236157
902	0.5185176011
903	0.5184225176
904	0.5182864195
905	0.5178036378
906	0.5177405211
907	0.5175493502
908	0.5171304842
909	0.5169074309
910	0.5167336125
911	0.5166897424
912	0.5162329953
913	0.5161087696
914	0.5156530557
915	0.5156319655
916	0.5154107314
917	0.5153249036
918	0.5151126435
919	0.5150344627
920	0.5146077807
921	0.5144302378
922	0.5139924829
923	0.5135675084
924	0.5133390429
925	0.5131343981
926	0.5126696644
927	0.512343005
928	0.5121709917
929	0.5116307226
930	0.5115842085
931	0.5112699239
932	0.5111457387
933	0.5107778414
934	0.5106448
935	0.5102759458
936	0.5098042944
937	0.509748362
938	0.5095430359
939	0.50926662
940	0.5085394756
941	0.5080890825
942	0.5079006294
943	0.5076769929
944	0.5075851471
945	0.5074062589
946	0.5071519325
947	0.50693715
948	0.506887121
949	0.5066708072
950	0.5065158025
951	0.5060318658
952	0.505959659
953	0.505564612
954	0.5051724113
955	0.504772266
956	0.5046737375
957	0.5046082513
958	0.5045364581
959	0.504041029
960	0.503989956
961	0.5039274242
962	0.5035790051
963	0.5032293456
964	0.5031129771
965	0.5029611828
966	0.5025475506
967	0.5022431663
968	0.5019286254
969	0.5017471915
970	0.501399401
971	0.5012101949
972	0.5011938634
973	0.500849641
974	0.5005601937
975	0.5002924567
976	0.4998844085
977	0.4993598237
978	0.4991510681
979	0.4987823027
980	0.498657345
981	0.498429068
982	0.4981297066
983	0.4977840177
984	0.4974656263
985	0.4969719354
986	0.496934255
987	0.4967882726
988	0.4966272687
989	0.4962030939
990	0.4958506926
991	0.4958078614
992	0.4956006728
993	0.4955461107
994	0.4951976679
995	0.495155197
996	0.4947428135
997	0.4944193863
998	0.4942323893
999	0.4941682087
